Exp_1,Exp_2,Exp_3,Exp_4,Exp_5,Exp_6,Exp_7,Exp_8,Exp_9,Exp_10,Exp_11,Exp_12,Exp_13,Exp_14,Exp_15,Exp_16,Exp_17,Exp_18,Exp_19,Exp_20,Exp_21,Exp_22,Exp_23,Exp_24,Exp_25,Exp_26,Exp_27,Exp_28,Exp_29,Exp_30,Exp_31,Exp_32,Exp_33,Exp_34,Exp_35,Exp_36,Exp_37,Exp_38,Exp_39,Exp_40,Exp_41,Exp_42,Exp_43,Exp_44,Exp_45,Exp_46,Exp_47,Exp_48,Exp_49,Exp_50
36.533962,40.716141,37.752203,34.530939,33.786496,50.497957,46.425838,33.69636,37.18069,34.1882,36.414769,34.093885,34.468675,40.694127,45.551456,34.711935,34.008606,35.173643,34.101043,34.199035,34.720005,35.133532,42.042187,34.251445,34.294586,34.373271,34.350117,34.51783,34.167674,34.868718,50.721569,34.373738,34.763994,33.175479,34.5156,34.486144,34.313167,35.088841,34.491518,41.405874,33.167265,34.514154,34.414382,34.083608,51.857736,33.655196,30.202869,31.837431,34.656718,34.510825
15.785171,20.291139,26.852186,18.419345,16.530978,16.298307,14.301377,16.221505,15.6562,16.272642,16.747851,31.219169,15.593103,24.254949,15.613406,20.755844,15.580891,18.647932,17.796245,16.316111,16.981388,16.486357,15.543889,24.972913,17.169371,18.039792,16.753048,19.738127,17.750458,27.405327,15.532524,16.833776,16.001646,17.023972,16.611244,22.452525,17.186348,15.575718,24.537011,16.265064,17.975822,17.872045,16.445294,16.321479,15.763184,20.38533,16.043401,17.024816,16.427617,15.338617
20.340208,17.073945,26.779506,18.5954,13.702488,17.474342,20.744069,17.138346,17.836806,17.205013,19.267369,19.583707,16.369127,33.096086,16.91687,18.100585,23.75294,21.27073,16.501175,19.164618,19.625295,17.186527,21.86135,18.53855,21.536751,18.535659,21.79905,20.601805,18.704525,17.094361,23.373526,16.732874,26.873285,22.833483,17.037652,17.376617,20.578654,29.666313,16.582257,20.87819,16.592579,17.860501,33.134234,32.608804,19.854844,16.68651,24.22866,16.132239,19.218437,19.053869
34.28538,32.921914,46.81694,35.016036,51.098517,35.052882,40.216268,35.028096,36.688694,39.800531,34.769962,35.110925,45.090779,36.475626,68.226873,44.26019,39.351898,34.015787,34.892008,38.863618,36.046485,51.651151,73.350949,33.936953,35.075787,35.835558,38.455273,38.300399,35.643544,34.261864,35.10545,51.539826,38.385613,38.336344,37.059201,35.073475,68.926864,32.878772,35.080892,36.864151,42.533215,35.037944,35.04083,52.741126,33.958854,35.096597,37.442353,31.336135,33.485028,29.401537
47.011,37.979473,49.162303,39.811045,45.287451,39.441334,43.745799,39.436933,40.151797,38.481453,41.530004,43.371956,47.783191,42.308205,44.889111,39.393872,39.755041,38.87847,40.483635,48.235106,45.325913,48.444338,43.848583,44.479788,39.054916,61.631763,41.974385,38.770935,49.764437,51.024232,42.593329,42.142935,38.535728,41.689219,43.021709,48.576748,42.712711,48.665508,42.308457,50.401005,38.45005,42.051682,49.982024,41.930899,46.608805,42.546781,39.668515,42.947726,43.192332,35.435997
35.820505,36.334754,37.462755,35.657698,36.067583,35.209442,45.81553,37.311887,34.969885,35.768234,39.246411,37.568743,36.299558,43.171154,42.866802,41.304352,35.200045,35.621535,36.800734,37.44321,48.244045,41.185892,36.679912,40.934542,35.026096,38.88702,38.438291,40.165787,42.218679,43.702045,35.158566,43.125642,35.202864,35.568788,37.722532,40.523838,35.538941,42.863885,37.444473,39.777002,35.033193,35.886672,36.910472,38.186823,35.807293,39.337453,35.754787,35.177772,34.912168,32.58768
88.17766,94.722534,94.794112,86.700594,79.025795,78.677276,80.544243,104.87905,78.975508,79.108361,78.919214,80.94921,79.248055,82.832676,94.268738,108.83693,78.74846,79.131536,79.095772,80.092013,83.496192,113.76143,94.385774,92.182128,79.118572,79.082819,78.957694,79.334587,80.72603,78.982623,100.11202,78.786447,79.112527,79.045482,90.127451,79.302206,83.897556,78.9752,125.03265,78.846097,79.13861,78.992283,79.2066,79.514676,82.368647,78.969777,66.971549,79.069382,78.008297,67.493606
70.64672,61.217125,50.034714,48.232444,50.144147,53.548925,51.021439,50.023686,47.776287,48.855214,49.154057,50.157545,60.947835,49.851483,91.718056,49.915178,47.39899,48.740591,49.187413,51.418432,49.080684,55.219418,49.694478,49.322096,48.854306,49.13131,64.949199,51.283823,49.115649,68.553076,51.976294,93.306489,48.593046,49.024258,49.057507,56.701961,47.709848,49.330661,53.520347,48.87665,49.109246,49.0842,52.980693,47.416034,50.251625,55.460702,51.556841,48.919782,39.154789,38.373681
94.743394,140.29524,109.69491,106.06766,99.029335,108.79689,113.49374,99.413872,99.869226,100.40535,99.721843,99.792841,118.96558,99.557996,100.7707,109.18284,99.393973,106.94216,101.76024,99.655601,99.413405,101.04217,102.64417,120.74559,99.408036,100.67735,99.63722,101.0831,99.49986,100.99988,99.850416,103.52553,99.750745,99.890181,99.881406,99.835838,99.513328,100.87878,99.534537,101.6133,99.68779,99.935156,99.752045,99.877091,99.353179,97.128121,93.237374,93.358734,87.7889,68.851564
65.607455,67.871922,54.667242,55.609864,58.362922,54.113997,54.995256,53.517332,54.33853,61.53968,54.481103,54.152392,54.163505,54.532441,54.340309,54.211259,54.353422,54.921663,54.120707,54.270668,54.498009,54.351189,54.374947,54.239078,54.558882,54.2201,53.977979,54.217438,72.832041,71.172874,60.176279,58.166447,54.224095,57.519898,54.301695,54.072259,53.795903,54.353126,54.768015,54.367291,54.432577,54.16806,54.170077,55.183433,54.112388,54.379487,55.001574,50.72828,41.266491,44.004753
